flight_number,call_sign,status,airline_name,airline_iata,airline_icao,aircraft_reg,aircraft_model,departure_airport_name,departure_airport_iata,departure_airport_icao,departure_timezone,departure_datetime,departure_datetime_revised,arrival_airport_name,arrival_airport_iata,arrival_airport_icao,arrival_timezone,arrival_datetime,arrival_datetime_revised
LS 1251,EXS25GE,Arrived,Jet2,LS,EXS,G-GDFF,Boeing 737-800,Birmingham,BHX,EGBB,Europe/London,2025-05-02 15:35:00,2025-05-02 15:35:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 18:15:00,2025-05-03 18:13:00
U2 4669,,Arrived,easyJet,U2,EZY,,Airbus A320,Paris,CDG,LFPG,Europe/Paris,2025-05-02 15:50:00,2025-05-02 15:50:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 18:05:00,2025-05-03 18:25:00
EC 4669,,Arrived,EasyJet Europe,EC,EJU,,Airbus A320,Paris,CDG,LFPG,Europe/Paris,2025-05-02 15:50:00,2025-05-02 15:50:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 18:05:00,2025-05-03 18:25:00
BT 919,,Arrived,airBaltic,BT,BTI,,Airbus A220-300,Vilnius,VNO,EYVI,Europe/Vilnius,2025-05-02 17:35:00,2025-05-02 17:35:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 18:55:00,2025-05-03 18:31:00
DY 1042,NOZ4DY,Arrived,Norwegian Air Shuttle,DY,NOZ,LN-NOD,Boeing 737-800,Oslo,OSL,ENGM,Europe/Oslo,2025-05-02 16:45:00,2025-05-02 16:46:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 18:50:00,2025-05-03 18:35:00
FR 2141,RYR31AG,Arrived,Ryanair,FR,RYR,9H-QDL,Boeing 737-800,Manchester,MAN,EGCC,Europe/London,2025-05-02 16:15:00,2025-05-02 16:18:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 18:45:00,2025-05-03 18:38:00
FR 5413,RYR754X,Arrived,Ryanair,FR,RYR,EI-DLW,Boeing 737-800,Marseille,MRS,LFML,Europe/Paris,2025-05-02 16:40:00,2025-05-02 16:40:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 18:55:00,2025-05-03 18:41:00
BA 872,BAW12P,Arrived,British,BA,BAW,G-DBCF,Airbus A319,London,LHR,EGLL,Europe/London,2025-05-02 16:05:00,2025-05-02 16:54:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 18:30:00,2025-05-03 18:45:00
LO 426,,Arrived,LOT - Polish,LO,LOT,,,Lisbon,LIS,LPPT,Europe/Lisbon,,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 18:50:00,2025-05-03 18:50:00
FR 5523,RYR3SD,Arrived,Ryanair,FR,RYR,SP-RZH,Boeing 737,Bournemouth,BOH,EGHH,Europe/London,2025-05-02 16:15:00,2025-05-02 16:54:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 18:40:00,2025-05-03 18:53:00
LS 949,EXS32VA,Arrived,Jet2,LS,EXS,9A-ABC,Boeing 737-800,Manchester,MAN,EGCC,Europe/London,2025-05-02 16:40:00,2025-05-02 16:40:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 19:20:00,2025-05-03 18:57:00
FR 8879,RYR107C,Arrived,Ryanair,FR,RYR,9H-QAM,Boeing 737-800,Manchester,MAN,EGCC,Europe/London,2025-05-02 15:50:00,2025-05-02 15:45:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 18:28:00,2025-05-03 19:06:00
U2 3313,EZY95CU,Arrived,easyJet,U2,EZY,G-EZTR,Airbus A320,Edinburgh,EDI,EGPH,Europe/London,2025-05-02 16:50:00,2025-05-02 16:55:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 19:30:00,2025-05-03 19:08:00
W6 2074,WZZ40,Arrived,Wizz Air,W6,WZZ,9H-WDX,Airbus A320,Málaga,AGP,LEMG,Europe/Madrid,2025-05-02 15:40:00,2025-05-02 15:44:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 19:20:00,2025-05-03 19:17:00
U2 8823,EZY59UM,Arrived,easyJet,U2,EZY,G-EJCH,Airbus A319,London,LGW,EGKK,Europe/London,2025-05-02 16:20:00,2025-05-02 17:49:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 18:50:00,2025-05-03 19:38:00
FR 5916,,Arrived,Ryanair,FR,RYR,,Boeing 737-800,Dubrovnik,DBV,LDDU,Europe/Zagreb,2025-05-02 18:30:00,2025-05-02 18:30:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 20:10:00,2025-05-03 19:41:00
FR 2725,RYR2AM,Arrived,Ryanair,FR,RYR,9H-QBY,Boeing 737-800,Copenhagen,CPH,EKCH,Europe/Copenhagen,2025-05-02 17:15:00,2025-05-02 18:15:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 18:50:00,2025-05-03 19:44:00
U2 2263,EZY72RX,Arrived,easyJet,U2,EZY,G-EZWH,Airbus A320 (Sharklets),Manchester,MAN,EGCC,Europe/London,2025-05-02 16:45:00,2025-05-02 17:24:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 19:15:00,2025-05-03 19:47:00
FR 3327,RYR2XL,Arrived,Ryanair,FR,RYR,SP-RSH,Boeing 737-800,Limerick city,SNN,EINN,Europe/Dublin,2025-05-02 17:35:00,2025-05-02 17:46:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 20:35:00,2025-05-03 20:18:00
LO 268,LOT2MN,Arrived,LOT - Polish,LO,LOT,SP-LEA,Embraer 195,Amsterdam,AMS,EHAM,Europe/Amsterdam,2025-05-02 17:45:00,2025-05-02 17:49:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 19:35:00,2025-05-03 20:21:00
G9 965,ABY965,Arrived,Air Arabia,G9,ABY,A6-ANM,Airbus A320,Sharjah,SHJ,OMSJ,Asia/Dubai,2025-05-02 15:00:00,2025-05-02 15:00:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 21:00:00,2025-05-03 20:46:00
FR 2727,,Arrived,Ryanair,FR,RYR,,Boeing 737,Catania,CTA,LICC,Europe/Rome,2025-05-02 18:30:00,2025-05-02 18:39:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 20:50:00,2025-05-03 21:02:00
FR 4069,RYR83SL,Arrived,Ryanair,FR,RYR,SP-RNK,Boeing 737-800,Prague,PRG,LKPR,Europe/Prague,2025-05-02 19:30:00,2025-05-02 19:56:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 20:40:00,2025-05-03 21:05:00
LH 1363,DLH6CM,Departed,Lufthansa,LH,DLH,D-AIUA,Airbus A320 (Sharklets),Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 09:15:00,2025-05-03 09:15:00,Frankfurt-am-Main,FRA,EDDF,Europe/Berlin,2025-05-03 10:55:00,2025-05-03 10:54:00
BA 873,BAW8TK,Departed,British,BA,BAW,G-DBCF,Airbus A319,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 09:20:00,2025-05-03 09:20:00,London,LHR,EGLL,Europe/London,2025-05-03 11:50:00,2025-05-03 11:41:00
FR 4426,RYR1YC,Departed,Ryanair,FR,RYR,SP-RNK,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 09:30:00,2025-05-03 09:30:00,Cagliari,CAG,LIEE,Europe/Rome,2025-05-03 11:55:00,2025-05-03 11:55:00
FR 2435,RYR49FR,Departed,Ryanair,FR,RYR,9H-QDH,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 09:40:00,2025-05-03 09:40:00,London,STN,EGSS,Europe/London,2025-05-03 12:05:00,2025-05-03 12:17:00
FR 1466,RYR135A,Departed,Ryanair,FR,RYR,9H-VVM,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 09:50:00,2025-05-03 09:50:00,Birmingham,BHX,EGBB,Europe/London,2025-05-03 12:25:00,2025-05-03 12:25:00
AF 1879,AFR78PF,Departed,Air France,AF,AFR,F-HBLJ,Embraer 190,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 10:00:00,2025-05-03 10:00:00,Paris,CDG,LFPG,Europe/Paris,2025-05-03 12:20:00,2025-05-03 12:03:00
AF 1879,AFR78PF,Departed,Air France,AF,AFR,F-HBLJ,Embraer 190,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 10:00:00,2025-05-03 10:00:00,Paris,CDG,LFPG,Europe/Paris,2025-05-03 12:20:00,2025-05-03 12:03:00
FR 946,RYR946,Departed,Ryanair,FR,RYR,SP-RZK,Boeing 737,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 10:05:00,2025-05-03 10:05:00,Vienna,VIE,LOWW,Europe/Vienna,2025-05-03 11:15:00,2025-05-03 11:06:00
RK 2149,RUK2149,Departed,Ryanair UK,RK,RUK,G-RUKE,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 10:05:00,2025-05-03 10:05:00,Manchester,MAN,EGCC,Europe/London,2025-05-03 12:45:00,2025-05-03 13:08:00
LO 9,LOT9FM,Departed,LOT - Polish,LO,LOT,SP-LRB,Boeing 787-8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 09:50:00,2025-05-03 10:10:00,Chicago,ORD,KORD,America/Chicago,,
LO 3908,LOT3908,Departed,LOT - Polish,LO,LOT,SP-LNI,Embraer 170,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 10:15:00,2025-05-03 10:15:00,Warsaw,WAW,EPWA,Europe/Warsaw,2025-05-03 11:10:00,2025-05-03 10:55:00
FR 2589,RYR92ML,Departed,Ryanair,FR,RYR,SP-RZP,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 10:25:00,2025-05-03 10:25:00,Málaga,AGP,LEMG,Europe/Madrid,2025-05-03 14:10:00,2025-05-03 14:24:00
FR 6355,RYR8MT,Departed,Ryanair,FR,RYR,SP-RKC,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 10:25:00,2025-05-03 10:25:00,Alicante,ALC,LEAL,Europe/Madrid,2025-05-03 13:45:00,2025-05-03 14:21:00
FR 7102,RYR7PE,Departed,Ryanair,FR,RYR,EI-EMO,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 10:25:00,2025-05-03 10:25:00,Marrakech,RAK,GMMX,Africa/Casablanca,2025-05-03 15:00:00,2025-05-03 15:00:00
FR 6734,RYR6734,Departed,Ryanair,FR,RYR,SP-RZO,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 10:40:00,2025-05-03 10:40:00,Olbia,OLB,LIEO,Europe/Rome,2025-05-03 13:00:00,2025-05-03 13:00:00
FR 4627,RYR66HW,Departed,Ryanair,FR,RYR,SP-RZB,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 10:40:00,2025-05-03 10:40:00,Stockholm,ARN,ESSA,Europe/Stockholm,2025-05-03 12:40:00,2025-05-03 12:36:00
FZ 1788,FDB1788,Departed,flydubai,FZ,FDB,A6-FMC,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 10:50:00,2025-05-03 10:50:00,Dubai,DXB,OMDB,Asia/Dubai,2025-05-03 16:25:00,2025-05-03 16:25:00
W6 2075,WZZ64,Departed,Wizz Air,W6,WZZ,9H-WDX,Airbus A321 NEO,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 10:50:00,2025-05-03 10:50:00,Eindhoven,EIN,EHEH,Europe/Amsterdam,2025-05-03 12:50:00,2025-05-03 12:50:00
W6 2033,,Departed,Wizz Air,W6,WZZ,,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 11:05:00,2025-05-03 11:05:00,Oslo,OSL,ENGM,Europe/Oslo,2025-05-03 13:20:00,2025-05-03 13:01:00
U2 1262,EZS36LP,Departed,easyJet,U2,EZY,HB-JXD,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 11:15:00,2025-05-03 11:15:00,Bâle/Mulhouse,BSL,LFSB,Europe/Paris,2025-05-03 13:05:00,2025-05-03 12:56:00
DS 1262,EZS36LP,Departed,Easyjet Switzerland,DS,EZS,HB-JXD,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 11:15:00,2025-05-03 11:15:00,Bâle/Mulhouse,BSL,LFSB,Europe/Paris,2025-05-03 13:05:00,2025-05-03 12:56:00
LH 1623,DLH7JL,Departed,Lufthansa,LH,DLH,D-AIUG,Airbus A320 (Sharklets),Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 11:25:00,2025-05-03 11:25:00,Munich,MUC,EDDM,Europe/Berlin,2025-05-03 12:45:00,2025-05-03 12:40:00
LO 3920,,Departed,LOT - Polish,LO,LOT,,Boeing 737,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 11:30:00,2025-05-03 11:30:00,Warsaw,WAW,EPWA,Europe/Warsaw,2025-05-03 12:25:00,2025-05-03 12:20:00
FR 3435,RYR90WR,Departed,Ryanair,FR,RYR,SP-RSH,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 11:35:00,2025-05-03 11:35:00,Beauvais/Tillé,BVA,LFOB,Europe/Paris,2025-05-03 13:50:00,2025-05-03 13:50:00
FR 2966,RYR2966,Departed,Ryanair,FR,RYR,SP-RZI,Boeing 737,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 11:50:00,2025-05-03 11:50:00,Bari,BRI,LIBD,Europe/Rome,2025-05-03 13:45:00,2025-05-03 13:45:00
LO 19,LOT19,Departed,LOT - Polish,LO,LOT,SP-LRG,Boeing 787-8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 11:50:00,2025-05-03 11:50:00,Newark,EWR,KEWR,America/New_York,2025-05-03 21:45:00,2025-05-03 21:09:00
KL 1326,KLM44C,Departed,KLM,KL,KLM,PH-EXB,Embraer 190,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 12:00:00,2025-05-03 12:00:00,Amsterdam,AMS,EHAM,Europe/Amsterdam,2025-05-03 14:00:00,2025-05-03 14:07:00
LH 1367,DLH3CH,Departed,Lufthansa,LH,DLH,D-AIBH,Airbus A319,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 12:05:00,2025-05-03 12:05:00,Frankfurt-am-Main,FRA,EDDF,Europe/Berlin,2025-05-03 13:45:00,2025-05-03 13:44:00
FR 3799,RYR3FC,Departed,Ryanair,FR,RYR,EI-DHC,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 12:10:00,2025-05-03 12:10:00,Bologna,BLQ,LIPE,Europe/Rome,2025-05-03 13:55:00,2025-05-03 13:55:00
LO 3906,LOT6YM,Departed,LOT - Polish,LO,LOT,SP-LEB,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 12:55:00,2025-05-03 12:55:00,Warsaw,WAW,EPWA,Europe/Warsaw,2025-05-03 13:45:00,2025-05-03 13:40:00
W6 2057,,Departed,Wizz Air,W6,WZZ,,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 13:15:00,2025-05-03 13:15:00,Bucharest,BBU,LRBS,Europe/Bucharest,2025-05-03 14:45:00,2025-05-03 14:45:00
FR 4462,RYR4462,Departed,Ryanair,FR,RYR,SP-RZF,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 13:30:00,2025-05-03 13:30:00,Milan,MXP,LIMC,Europe/Rome,2025-05-03 15:25:00,2025-05-03 15:25:00
FR 7933,,Departed,Ryanair,FR,RYR,,Boeing 737,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 13:40:00,2025-05-03 13:40:00,Podgorica,TGD,LYPG,Europe/Podgorica,2025-05-03 15:20:00,2025-05-03 15:05:00
FR 4935,RYR40WV,Departed,Ryanair,FR,RYR,9H-QFK,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 13:55:00,2025-05-03 13:55:00,Brussels,CRL,EBCI,Europe/Brussels,2025-05-03 15:55:00,2025-05-03 16:21:00
FR 4023,RYR654N,Departed,Ryanair,FR,RYR,SP-RZH,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 14:00:00,2025-05-03 14:00:00,Lisbon,LIS,LPPT,Europe/Lisbon,2025-05-03 18:05:00,2025-05-03 18:57:00
FR 4023,RYR654N,Departed,Ryanair,FR,RYR,SP-RZH,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 14:00:00,2025-05-03 14:00:00,Lisbon,LIS,LPPT,Europe/Lisbon,2025-05-03 18:05:00,2025-05-03 18:57:00
FR 5428,RYR5428,Departed,Ryanair,FR,RYR,SP-RKN,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 14:40:00,2025-05-03 14:40:00,Riga,RIX,EVRA,Europe/Riga,2025-05-03 16:15:00,2025-05-03 15:53:00
EN 8343,DLA1MA,Departed,Air Dolomiti,EN,DLA,I-ADJQ,Embraer 195,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 14:40:00,2025-05-03 14:40:00,Munich,MUC,EDDM,Europe/Berlin,2025-05-03 16:00:00,2025-05-03 15:50:00
LH 1625,,Departed,Lufthansa,LH,DLH,,Embraer 195,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 14:40:00,2025-05-03 14:40:00,Munich,MUC,EDDM,Europe/Berlin,,
U2 8822,EZY97HX,Departed,easyJet,U2,EZY,G-EZGI,Airbus A319,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 15:10:00,2025-05-03 15:10:00,London,LGW,EGKK,Europe/London,2025-05-03 17:45:00,2025-05-03 17:45:00
FR 889,RYR76AP,Departed,Ryanair,FR,RYR,SP-RNK,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 15:30:00,2025-05-03 15:30:00,Bergamo,BGY,LIME,Europe/Rome,2025-05-03 17:20:00,2025-05-03 17:44:00
KL 1328,KLM40E,Departed,KLM,KL,KLM,PH-NXU,Embraer 195,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 15:55:00,2025-05-03 15:55:00,Amsterdam,AMS,EHAM,Europe/Amsterdam,2025-05-03 17:55:00,2025-05-03 17:43:00
W6 2009,WZZ92,Departed,Wizz Air,W6,WZZ,9H-WDX,Airbus A321 NEO,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 16:05:00,2025-05-03 16:05:00,London,LGW,EGKK,Europe/London,2025-05-03 18:45:00,2025-05-03 18:45:00
LO 3924,,Departed,LOT - Polish,LO,LOT,,Embraer 175,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 16:25:00,2025-05-03 16:25:00,Warsaw,WAW,EPWA,Europe/Warsaw,2025-05-03 17:15:00,2025-05-03 17:10:00
FR 451,RYR17PZ,Departed,Ryanair,FR,RYR,SP-RZI,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 16:25:00,2025-05-03 16:25:00,Newcastle upon Tyne,NCL,EGNT,Europe/London,2025-05-03 19:00:00,2025-05-03 19:13:00
W6 2061,WZZ6720,Departed,Wizz Air,W6,WZZ,HA-LVP,Airbus A321 NEO,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 16:40:00,2025-05-03 16:40:00,Rome,FCO,LIRF,Europe/Rome,2025-05-03 18:45:00,2025-05-03 18:48:00
FR 83,RYR99NF,Departed,Ryanair,FR,RYR,SP-RSH,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 16:50:00,2025-05-03 16:50:00,Roma,CIA,LIRA,Europe/Rome,2025-05-03 18:50:00,2025-05-03 19:14:00
AY 1164,FIN5MX,Departed,Finnair,AY,FIN,OH-LVL,Airbus A319,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 16:55:00,2025-05-03 16:55:00,Helsinki,HEL,EFHK,Europe/Helsinki,2025-05-03 18:50:00,2025-05-03 18:56:00
FR 5087,RYR9479,Departed,Ryanair,FR,RYR,9H-VUG,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 17:10:00,2025-05-03 17:10:00,Paphos,PFO,LCPH,Asia/Nicosia,2025-05-03 20:10:00,2025-05-03 20:10:00
LH 1369,DLH1KE,Departed,Lufthansa,LH,DLH,D-AIZY,Airbus A320 (Sharklets),Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 17:20:00,2025-05-03 17:20:00,Frankfurt-am-Main,FRA,EDDF,Europe/Berlin,2025-05-03 19:00:00,2025-05-03 19:43:00
W6 2067,WZZ542,Departed,Wizz Air,W6,WZZ,9H-WNJ,Airbus A321 NEO,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 17:30:00,2025-05-03 17:30:00,Milan,MXP,LIMC,Europe/Rome,2025-05-03 19:25:00,2025-05-03 19:15:00
FR 5438,RYR5438,Departed,Ryanair,FR,RYR,9H-QCA,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 17:40:00,2025-05-03 17:40:00,Bologna,BLQ,LIPE,Europe/Rome,2025-05-03 19:25:00,2025-05-03 19:25:00
FR 2363,RYR801J,Departed,Ryanair,FR,RYR,SP-RZK,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 17:45:00,2025-05-03 17:45:00,London,STN,EGSS,Europe/London,2025-05-03 20:10:00,2025-05-03 20:22:00
FR 8672,RYR39HH,Departed,Ryanair,FR,RYR,9H-QEQ,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 17:55:00,2025-05-03 18:30:00,Girona,GRO,LEGE,Europe/Madrid,,
FR 237,RYR23QU,Departed,Ryanair,FR,RYR,SP-RKC,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 17:50:00,2025-05-03 18:40:00,Gdańsk,GDN,EPGD,Europe/Warsaw,2025-05-03 19:00:00,2025-05-03 19:26:00
U2 4670,EJU39HN,Departed,easyJet,U2,EZY,OE-ICT,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 18:35:00,2025-05-03 19:00:00,Paris,CDG,LFPG,Europe/Paris,,
EC 4670,EJU39HN,Departed,EasyJet Europe,EC,EJU,OE-ICT,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 18:35:00,2025-05-03 19:00:00,Paris,CDG,LFPG,Europe/Paris,,
FR 6782,RYR8C,Departed,Ryanair,FR,RYR,9H-QBO,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 19:30:00,2025-05-03 19:30:00,Trieste,TRS,LIPQ,Europe/Rome,2025-05-03 21:00:00,2025-05-03 21:00:00
BA 873,BAW8TK,Departed,British,BA,BAW,G-DBCF,Airbus A319,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 19:15:00,2025-05-03 19:30:00,London,LHR,EGLL,Europe/London,,
FR 7940,RYR79YV,Departed,Ryanair,FR,RYR,EI-EKI,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 19:40:00,2025-05-03 19:40:00,Pisa,PSA,LIRP,Europe/Rome,2025-05-03 21:40:00,2025-05-03 21:27:00
LO 3922,LOT3922,Departed,LOT - Polish,LO,LOT,SP-LND,Embraer 175,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 19:30:00,2025-05-03 19:50:00,Warsaw,WAW,EPWA,Europe/Warsaw,,
FR 2724,RYR1HD,Departed,Ryanair,FR,RYR,9H-QBY,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 19:25:00,2025-05-03 20:05:00,Copenhagen,CPH,EKCH,Europe/Copenhagen,,
U2 8824,EZY37RU,Departed,easyJet,U2,EZY,G-EJCH,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 19:20:00,2025-05-03 20:15:00,London,LGW,EGKK,Europe/London,,
U2 2264,EZY42YH,Departed,easyJet,U2,EZY,G-EZWH,Airbus A320 (Sharklets),Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 19:45:00,2025-05-03 20:15:00,Manchester,MAN,EGCC,Europe/London,,
LO 426,,Departed,LOT - Polish,LO,LOT,,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 19:50:00,2025-05-03 20:15:00,Warsaw,WAW,EPWA,Europe/Warsaw,,
RK 2142,RUK47VA,Departed,Ryanair UK,RK,RUK,G-RUKI,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 21:10:00,2025-05-03 21:10:00,Manchester,MAN,EGCC,Europe/London,2025-05-03 23:50:00,2025-05-03 23:44:00
FR 4504,,Arrived,Ryanair,FR,RYR,,Boeing 737,Gran Canaria Island,LPA,GCLP,Atlantic/Canary,2025-05-02 15:50:00,2025-05-02 16:37:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 21:30:00,2025-05-03 21:38:00
W6 2094,WZZ3LZ,Arrived,Wizz Air,W6,WZZ,9H-WNJ,Airbus A320,Abu Dhabi Island and Internal Islands City,AUH,OMAA,Asia/Dubai,2025-05-02 15:55:00,2025-05-02 15:55:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 21:55:00,2025-05-03 21:53:00
FR 450,RYR70QE,Arrived,Ryanair,FR,RYR,SP-RZI,Boeing 737,Newcastle upon Tyne,NCL,EGNT,Europe/London,2025-05-03 19:35:00,2025-05-03 19:56:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 22:05:00,2025-05-03 22:01:00
LH 1370,DLH6UJ,Arrived,Lufthansa,LH,DLH,D-AIDJ,Airbus A320,Frankfurt-am-Main,FRA,EDDF,Europe/Berlin,2025-05-03 20:10:00,2025-05-03 20:30:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 21:45:00,2025-05-03 22:09:00
FR 2228,RYR8447,Arrived,Ryanair,FR,RYR,SP-RZE,Boeing 737,Valencia,VLC,LEVC,Europe/Madrid,2025-05-02 19:30:00,2025-05-02 19:30:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 22:30:00,2025-05-03 22:13:00
FR 2023,RYR59QF,Arrived,Ryanair,FR,RYR,SP-RZO,Boeing 737,Dublin,DUB,EIDW,Europe/Dublin,2025-05-03 19:10:00,2025-05-03 19:10:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 21:55:00,2025-05-03 22:22:00
FR 1901,,Arrived,Ryanair,FR,RYR,,Boeing 737,Dublin,DUB,EIDW,Europe/Dublin,2025-05-02 19:40:00,2025-05-02 19:40:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 22:30:00,2025-05-03 22:28:00
FR 4011,RYR59QF,Arrived,Ryanair,FR,RYR,SP-RZO,Boeing 737,Goteborg,GOT,ESGG,Europe/Stockholm,2025-05-02 21:15:00,2025-05-02 21:21:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 22:55:00,2025-05-03 22:51:00
W6 2092,WZZ677,Arrived,Wizz Air,W6,WZZ,HA-LXV,Airbus A321,Lyon,LYS,LFLL,Europe/Paris,2025-05-03 19:45:00,2025-05-03 22:30:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-03 21:55:00,2025-05-04 00:23:00
